zero_prompt1,zero_prompt2,zero_prompt3,references
"Refactor RouterFunctions class to implement WebHandler

- Moved import statement for WebHandler to the top of the file
- Added import statement for WebHttpHandlerBuilder
- Replaced HttpHandler return type with HttpWebHandlerAdapter in the toHttpHandler method signature
- Updated Javadoc to reflect the change in return type
- Added note about additional filter and exception handler registration through WebHttpHandlerBuilder in the Javadoc
- Updated toHttpHandler method to take in a HandlerStrategies parameter","refactor: Update RouterFunctions class with new imports and method signatures

The RouterFunctions class has been updated to include new imports for the WebHandler interface and the WebHttpHandlerBuilder class. Additionally, the toHttpHandler() methods now return a HttpWebHandlerAdapter instead of a HttpHandler. These changes allow for additional filter and exception handler registration through WebHttpHandlerBuilder.",Refactored RouterFunctions class to include support for additional filter and exception handler registration. Now uses HttpWebHandlerAdapter instead of HttpHandler.,"Allow use of WebFilters in RouterFunction

This commit changes RouterFunctions.toHttpHandler to return
HttpWebHandlerAdapter (instead of HttpHandler), so that WebFilters and
WebExceptionHandler can be applied to it.

Issue: SPR-14979"
Added test case for hoisting a set and ensuring it remains small,refactor: add test for hoisting to keep set small,Add test for hoisting to keep set small,"Add test showing that nested set deduplicates singletons.

PiperOrigin-RevId: 293206493"
"Initialize orchestration facade with OrchestrationType.MASTER_SLAVE in OrchestrationMasterSlaveDataSource.
",refactor: Initialize OrchestrationFacade using OrchestrationType.MASTER_SLAVE,Initialize orchestration facade with master-slave configuration,getOrchestrationFacade().init(OrchestrationType.MASTER_SLAVE);
"Refactor setInBitmap method to avoid short circuiting SDK checks:
- Removed unnecessary if statement for Build.VERSION.SDK_INT check.
- Modified if statement to not short circuit when options.inPreferredConfig is Config.HARDWARE.
- Added a comment to explain the change and its purpose.",fix: Avoid short circuiting in setInBitmap method,Refactor if statement to avoid short circuiting,Move short circuit comment in Downsampler closer to the check it references.
"Refactored CompressedXContent:
- Added import statements for classes used in refactored code.
- Added a new private method crc32 which calculates the CRC32 checksum of a given BytesReference data.
- Added a new private field crc32 which stores the CRC32 checksum of the compressed content.
- Added a new private constructor which takes the compressed content and the crc32 checksum as arguments.
- Added a new public constructor which takes a ToXContent instance, XContentType, and ToXContent.Params as arguments and creates a compressed content out of it.
- Added a new public constructor which takes a BytesReference data and creates a compressed content out of it.
- Added a new public constructor which takes byte[] data and creates a compressed content out of it.
- Modified the readCompressedString method to read the crc32 checksum before reading the compressed content.
- Modified the writeTo method to write the crc32 checksum before writing the compressed content.
- Modified the equals method to compare the crc32 checksums of the two instances before comparing the uncompressed content.
- Modified the hashCode method to return the crc32 checksum.
- Refactored the refreshSource method to use the new CompressedXContent constructor.",refactor(CompressedXContent_new): Refactor CompressedXContent class to improve code efficiency and readability,Refactored code for better compression.,"Internal: Make CompressedXContent.equals fast again.

We had to make CompressedXContent.equals decompress data to fix some
correctness issues which had the downside of making equals() slow. Now we store
a crc32 alongside compressed data which should help avoid decompress data in
most cases.

Close #11247"
"Refactored SendViewedReceiptJob by importing org.thoughtcrime.securesms.util.FeatureFlags.
Modified the onRun() method in SendViewedReceiptJob to check for the value of FeatureFlags.sendViewedReceipts() before sending viewed receipts.
Added a new feature flag, SEND_VIEWED_RECEIPTS, to FeatureFlags.java.
Implemented the sendViewedReceipts() method in FeatureFlags.java to return the value of the SEND_VIEWED_RECEIPTS flag.
Updated the getMemoryValues() method in FeatureFlags.java to include the value of the SEND_VIEWED_RECEIPTS flag.","feat: Add feature flag for sending viewed receipts

Adding a new feature flag to control whether or not to send viewed receipts when Read Receipts are enabled.",Add feature flag for sending viewed receipts,Put send viewed receipts behind a feature flag.
"Fix typo in variable name from sessiondId to sessionId
","refactor: update variable name in SimpleBrokerMessageHandler

The commit message abbreviates the changes to be made in the code diff.",Refactoring variable name in SimpleBrokerMessageHandler class,"Fix typo

closes gh-1465"
"- Extracted the code to register a cancellable task into a separate method for better code organization and readability.
- Added a new private method to register a cancellable task in the TaskManager class.
- Updated the code to call the new registerCancellableTask method instead of inline code.
- Moved the logic to check if a task was banned before starting it within the registerCancellableTask method.
- Removed the unnecessary comment on cleaning up the registration.
- Updated the TaskManager class to call the registerCancellableTask method when a cancellable task is encountered.
- Added a new private method to handle the registration of a cancellable task in the TaskManager class.
- Added a new method to register a cancellable task and perform necessary checks and actions.
- Moved the logic to check if a task was banned before starting it to a separate method for better code organization.
- Updated the registerCancellableTask method to check if a task was banned before starting it and cancel it if necessary.
- Added error handling code to the registerCancellableTask method to throw an exception and clean up the registration if a task was banned before starting it.",refactor: extract method registerCancellableTask in TaskManager,Refactor code to add a private method for registering cancellable tasks,Inline TaskManager#register
Null Values due to token limit,Null Values due to token limit,Null Values due to token limit,Polishing
"Fix issue with decoding bitmap options

If decoding with specified options fails due to invalid options, try decoding the bitmap without options as a workaround. If decoding without options also fails, throw the original exception.","fix(ArtDecoder): Handle invalid Bitmap options in decoding

This commit adds a try-catch block to handle the case where the Bitmap options passed to BitmapFactory.decodeStream() are invalid. In this case, the code now attempts to decode the bitmap as-is, which may be inefficient but it works. The commit also includes error handling for IOExceptions thrown while resetting the input stream.",Refactoring decoding logic in ArtDecoder to handle IllegalArgumentExceptions,"Workaround to support wide color gamut decoding on Android 8+

Reviewed By: erikandre

Differential Revision: D6497477

fbshipit-source-id: 6e24c600665c4eaedde9d886c5bf653d7eda2716"
Refactored loop to use a while loop for improved readability.,refactor: simplify the loop condition in AlertsStore,Refactor AlertsStore class to use a while loop instead of for loop in the search functionality,"make more readable

Original commit: elastic/x-pack-elasticsearch@c7727618ac91084a81f5dae9315404f71d8b3684"
